date,FlowInExNtv,FlowOutExNtv,netflow_btc,SplyExNtv
2021-09-05,14240.92142435,12255.50163411,1985.4197902399992,3133861.01947293
2021-09-06,21977.80414202,29559.90087744,-7582.09673542,3126278.92273751
2021-09-07,40599.68077196,44482.13377013,-3882.4529981700034,3122396.46973934
2021-09-08,29901.1470325,34577.69387647,-4676.546843970002,3117719.92289537
2021-09-09,25959.45129924,26141.92281182,-182.4715125799994,3117537.45138279
2021-09-10,29211.02950607,76630.4648807,-47419.435374630004,3070118.01600816
2021-09-11,11441.52324087,13005.67855551,-1564.1553146400001,3068553.86069352
2021-09-12,9597.00647529,10325.02583444,-728.019359150001,3067825.84133437
2021-09-13,29787.18535783,32004.76627129,-2217.5809134599986,3065608.26042091
2021-09-14,22331.40869317,23203.52537827,-872.116685099998,3064736.14373581
2021-09-15,19300.35804029,33834.19752795,-14533.839487659996,3050202.30424815
2021-09-16,21374.58638346,26259.71217045,-4885.12578699,3045317.17846116
2021-09-17,19455.46411489,21877.66174399,-2422.197629099999,3042894.98083206
2021-09-18,11495.60221158,11553.74358687,-58.141375289998905,3042836.83945677
2021-09-19,10116.21138089,10987.90965096,-871.698270070001,3041965.1411867
2021-09-20,36259.46063202,30202.86378228,6056.596849739995,3048021.73803644
2021-09-21,26618.36872705,20936.65193966,5681.71678739,3053703.45482383
2021-09-22,19793.27831193,19710.46171568,82.81659624999884,3053786.27142008
2021-09-23,19073.95752792,20276.4015513,-1202.4440233800015,3052583.8273967
2021-09-24,31189.475044,31457.30476605,-267.8297220500026,3052315.99767465
2021-09-25,10340.41327464,12186.22160814,-1845.808333500001,3050470.18934115
2021-09-26,24760.56625138,17605.66744854,7154.898802840002,3057625.08814399
2021-09-27,20190.84497193,24180.7422848,-3989.897312869998,3053635.19083112
2021-09-28,19173.57008131,22463.27424198,-3289.7041606700004,3050345.48667045
2021-09-29,19013.82610576,17045.02336,1968.80274576,3052314.28941621
2021-09-30,25246.85222364,23027.81585547,2219.03636817,3054533.32578438
2021-10-01,25049.53737563,26113.07414422,-1063.5367685900019,3053469.78901579
2021-10-02,14220.16016237,13656.19251576,563.9676466100009,3054033.7566624
2021-10-03,13465.6438222,14013.96586231,-548.3220401100007,3053485.43462229
2021-10-04,22860.60950177,22811.49894427,49.11055750000014,3053534.54517979
2021-10-05,29565.36881748,30492.47787316,-927.1090556800009,3052607.43612411
2021-10-06,37354.21332297,34311.59945209,3042.613870879999,3055650.04999499
2021-10-07,27940.59019713,26941.5843593,999.0058378300018,3056649.05583282
2021-10-08,24034.41766785,20434.5428346,3599.87483325,3060248.93066607
2021-10-09,12392.92832427,12365.69321452,27.235109749999538,3060276.16577582
2021-10-10,11138.2408634,11866.9134576,-728.6725941999994,3059547.49318162
2021-10-11,21964.38405164,21274.97958452,689.4044671200027,3060236.89764874
2021-10-12,31808.13889664,23385.86951063,8422.26938601,3068659.16703475
2021-10-13,24637.17777531,27172.18302939,-2535.005254079999,3066124.16178067
2021-10-14,23695.3970207,25054.57103613,-1359.1740154300023,3064764.98776524
2021-10-15,35644.7187354,37661.07906344,-2016.3603280399984,3062748.6274372
2021-10-16,22572.77845855,14916.16998462,7656.60847393,3070405.23591113
2021-10-17,13052.93540338,15268.95083871,-2216.0154353300004,3068189.2204758
2021-10-18,30899.42974691,28466.69040715,2432.739339759999,3070621.95981556
2021-10-19,39286.32579853,42647.9540997,-3361.6283011699998,3067260.33151439
2021-10-20,28123.72723961,28117.17277013,6.554469480000989,3067266.88598387
2021-10-21,52574.79447369,52355.09523262,219.69924107000406,3067486.58522494
2021-10-22,24200.40086856,27777.0757754,-3576.674906840002,3063909.9103181
2021-10-23,17821.02771553,16201.49328049,1619.5344350399992,3065529.44475314
2021-10-24,11913.32617814,21918.19922096,-10004.87304282,3055524.5040885
2021-10-25,18801.82000881,33245.71014138,-14443.890132569999,3041080.61395593
2021-10-26,22701.17479714,24830.33012639,-2129.1553292499993,3038951.45862668
2021-10-27,28198.10650865,28019.72384727,178.38266137999744,3039129.84128806
2021-10-28,39602.05996302,31850.20536241,7751.8546006100005,3046881.69588867
2021-10-29,33461.13595654,32955.46408637,505.67187017000106,3047387.36775884
2021-10-30,13532.54003848,14761.043788,-1228.5037495200013,3046158.86400932
2021-10-31,13870.50449184,35012.39179077,-21141.88729893,3025016.97671039
2021-11-01,23875.58360794,19453.23878776,4422.344820179998,3029439.32153057
2021-11-02,33291.67531029,35021.70480432,-1730.029494030001,3027709.29203654
2021-11-03,35664.22257628,36211.07054526,-546.8479689800006,3027162.44406756
2021-11-04,21003.47422665,24401.30464471,-3397.830418059999,3023764.6136495
2021-11-05,21792.07011415,22693.82117141,-901.7510572600004,3022862.86259224
2021-11-06,12059.12887728,17700.79871814,-5641.669840859999,3017221.19275138
2021-11-07,10566.00842174,9851.98388565,714.0245360900008,3017935.21728747
2021-11-08,38913.37418775,32437.92135746,6475.45283029,3024410.67011776
2021-11-09,23881.80706335,28281.72714461,-4399.920081259999,3020010.7500365
2021-11-10,31396.49766969,30929.96468359,466.53298610000274,3020477.2830226
2021-11-11,20479.87416509,24809.92405419,-4330.049889099999,3016147.2331335
2021-11-12,23723.21690431,22682.7879086,1040.428995710001,3017187.66212921
2021-11-13,10481.37616288,10438.98250388,42.39365899999939,3017230.05578821
2021-11-14,14887.57738278,12270.06161292,2617.5157698599996,3019847.57155807
2021-11-15,20540.51821025,16415.28200829,4125.2362019600005,3023972.80776003
2021-11-16,31932.46886222,37408.88476217,-5476.415899949996,3018496.39186008
2021-11-17,32772.81164308,37260.40173891,-4487.590095829997,3014008.80176425
2021-11-18,63512.35977615,49771.54859142,13740.811184729995,3027749.61294898
2021-11-19,35976.72418297,33761.50193438,2215.2222485899983,3029964.83519757
2021-11-20,14095.91804288,12163.30582708,1932.6122157999998,3031897.44741337
2021-11-21,14647.25846979,15010.85167152,-363.59320173000015,3031533.85421164
2021-11-22,42621.89132137,37012.713046,5609.178275370003,3037143.03248701
2021-11-23,32120.51229409,31002.04582409,1118.4664699999994,3038261.49895701
2021-11-24,28832.6314779,24736.16833055,4096.463147349998,3042357.96210436
2021-11-25,30387.13084854,37964.61286417,-7577.4820156299975,3034780.48008873
2021-11-26,62737.3514989,42255.25399029,20482.09750861,3055262.57759734
2021-11-27,12291.41597146,13388.22911445,-1096.8131429900004,3054165.76445435
2021-11-28,12337.79510268,11087.2793953,1250.51570738,3055416.28016173
2021-11-29,27076.20762516,29574.6053492,-2498.397724039998,3052917.88243769
2021-11-30,31813.9274799,26068.18830204,5745.739177860003,3058663.62161555
2021-12-01,29227.67530157,28349.46610085,878.2092007200008,3059541.83081627
2021-12-02,28010.17884049,29180.27553518,-1170.0966946900007,3058371.73412158
2021-12-03,30694.8544769,29734.94652911,959.9079477900013,3059331.64206937
2021-12-04,49571.97452384,52402.64236183,-2830.667837990004,3056500.97423138
2021-12-05,26334.39885919,30151.98311417,-3817.58425498,3052683.3899764
2021-12-06,49893.36519714,41951.57648125,7941.788715890005,3060625.17869229
2021-12-07,24980.86976575,42032.21409809,-17051.34433234,3043573.83435995
2021-12-08,27102.75115313,25475.96022729,1626.7909258399995,3045200.62528579
2021-12-09,25184.60476606,23987.31524744,1197.2895186200003,3046397.91480441
2021-12-10,35363.69911572,25801.65387382,9562.045241900003,3055959.96004631
2021-12-11,12110.69075657,14048.48856506,-1937.7978084900005,3054022.16223782
2021-12-12,9472.471135,11735.45470796,-2262.98357296,3051759.17866486
2021-12-13,28650.99803394,28797.72314003,-146.72510609000165,3051612.45355877
2021-12-14,26514.88079683,26666.3910003,-151.5102034699994,3051460.9433553
2021-12-15,26746.02971821,28959.85524534,-2213.8255271300004,3049247.11782817
2021-12-16,24677.73011987,25716.82662603,-1039.09650616,3048208.02132201
2021-12-17,27363.1584301,32830.27308557,-5467.114655469999,3042740.90666654
2021-12-18,17191.31833291,11988.81692842,5202.50140449,3047943.40807103
2021-12-19,10342.28611014,12662.86290622,-2320.5767960800003,3045622.83127495
2021-12-20,31821.76523198,27532.86841191,4288.89682007,3049911.72809502
2021-12-21,29337.04856124,28115.34685327,1221.7017079700017,3051133.42980299
2021-12-22,25556.8625256,26993.88868917,-1437.0261635699972,3049696.40363942
2021-12-23,33864.67401225,26044.37148946,7820.302522789996,3057516.70616221
2021-12-24,26126.99549127,20952.18501968,5174.810471590001,3062691.5166338
2021-12-25,28822.156115,14502.38226828,14319.773846720002,3077011.29048052
2021-12-26,12420.24872265,11682.93744296,737.3112796900004,3077748.60176021
2021-12-27,31227.10955114,20480.80624041,10746.303310730003,3088494.90507094
2021-12-28,26182.34311543,23833.33662466,2349.00649077,3090843.91156171
2021-12-29,28627.64041494,34278.40652407,-5650.76610913,3085193.14545258
2021-12-30,27772.63547802,38180.49137544,-10407.855897419995,3074785.28955516
2021-12-31,23687.27612992,32636.95864621,-8949.682516290002,3065835.60703887
2022-01-01,15262.18634378,17038.35705531,-1776.1707115299996,3064059.43632734
2022-01-02,10951.30257108,9472.13857127,1479.16399981,3065538.60032715
2022-01-03,23410.19086715,16811.81159831,6598.379268839999,3072136.97959599
2022-01-04,27537.83883403,28242.35665408,-704.5178200499977,3071432.46177594
2022-01-05,26123.91807792,27766.00135772,-1642.083279800001,3069790.37849614
2022-01-06,31196.02335878,27991.92398956,3204.099369219999,3072994.47786536
2022-01-07,33985.79444225,28246.67386344,5739.1205788100015,3078733.59844417
2022-01-08,16385.79109848,15388.41209423,997.3790042500004,3079730.97744842
2022-01-09,13689.69288183,11610.22591123,2079.4669706000004,3081810.44441902
2022-01-10,26663.61061751,26972.94662732,-309.336009810002,3081501.10840921
2022-01-11,24452.99252202,36959.58541657,-12506.592894550002,3068994.51551466
2022-01-12,24765.05354909,21593.77328452,3171.2802645699994,3072165.79577923
2022-01-13,31033.03702096,26996.88508734,4036.15193362,3076201.94771285
2022-01-14,25254.96343621,20887.46170772,4367.501728490002,3080569.44944134
2022-01-15,11394.45644649,10623.73997652,770.7164699699988,3081340.16591131
2022-01-16,8431.53057591,10962.12789276,-2530.5973168500004,3078809.56859446
2022-01-17,21879.51990679,29537.71773356,-7658.19782677,3071151.37076769
2022-01-18,19987.31325306,23868.81295752,-3881.4997044599986,3067269.87106323
2022-01-19,24234.04869097,29943.12654295,-5709.077851980001,3061560.79321125
2022-01-20,33934.31061335,26870.66102368,7063.649589669996,3068624.44280092
2022-01-21,57541.2042352,43760.21109475,13780.993140450002,3082405.43594137
2022-01-22,38182.29496902,38519.96297905,-337.66801003,3082067.76793134
2022-01-23,25204.49927767,22016.7172351,3187.7820425699974,3085255.54997391
2022-01-24,57850.3176155,51837.1196652,6013.197950299997,3091268.74792421
2022-01-25,27861.61707436,27539.14495103,322.4721233300006,3091591.22004754
2022-01-26,29294.43354402,35515.9032098,-6221.469665780001,3085369.75038176
2022-01-27,27527.59095893,39301.99077094,-11774.39981201,3073595.35056975
2022-01-28,33418.21249514,30989.36143393,2428.8510612099963,3076024.20163096
2022-01-29,24889.37317986,38680.56578999,-13791.192610130005,3062233.00902083
2022-01-30,38212.81703791,31243.60202049,6969.215017419996,3069202.22403825
2022-01-31,24010.73903999,25918.18718199,-1907.448142000001,3067294.77589625
2022-02-01,26950.57627256,23788.62672158,3161.94955098,3070456.72544723
2022-02-02,18229.08427724,19520.59718586,-1291.5129086199995,3069165.21253861
2022-02-03,25725.99589796,23264.2083367,2461.78756126,3071627.00009987
2022-02-04,25031.15124995,24219.50955394,811.6416960099996,3072438.64179588
2022-02-05,13264.00890583,15240.13149329,-1976.1225874600004,3070462.51920842
2022-02-06,17488.61240921,12405.84394232,5082.76846689,3075545.28767531
2022-02-07,26721.61881544,31787.92393645,-5066.305121009998,3070478.9825543
2022-02-08,32531.73118705,34364.93121956,-1833.200032509998,3068645.78252179
2022-02-09,19296.11425154,22195.88461484,-2899.770363300002,3065746.01215849
2022-02-10,21236.19609355,31128.87243459,-9892.676341040002,3055853.33581745
2022-02-11,20654.08900888,19980.71083295,673.37817593,3056526.71399338
2022-02-12,13134.70990443,10933.71435532,2200.995549109999,3058727.70954249
2022-02-13,8811.26111417,7857.70256488,953.55854929,3059681.26809178
2022-02-14,17033.2839657,19963.89755953,-2930.6135938299994,3056750.65449795
2022-02-15,36424.5767452,37179.43264649,-754.8559012900005,3055995.79859666
2022-02-16,22561.66162147,23380.26127549,-818.5996540199994,3055177.19894264
2022-02-17,20756.98348223,24405.56310836,-3648.5796261299984,3051528.61931651
2022-02-18,27193.11499044,30195.16698648,-3002.051996039998,3048526.56732047
2022-02-19,12374.61689961,11328.53020772,1046.086691890001,3049572.65401236
2022-02-20,12792.87889424,12570.383324,222.49557024000023,3049795.1495826
2022-02-21,25959.97580783,24114.7463931,1845.2294147300017,3051640.37899733
2022-02-22,23398.90392478,23376.67133658,22.232588200000464,3051662.61158553
2022-02-23,20537.30480399,22551.86246593,-2014.5576619400017,3049648.05392359
2022-02-24,45903.3013395,39506.36989058,6396.931448920004,3056044.98537251
2022-02-25,30156.10161493,30095.22309841,60.87851652000245,3056105.86388903
2022-02-26,13174.97004348,11651.38659802,1523.583445459999,3057629.44733449
2022-02-27,13555.2225735,15692.58132039,-2137.3587468900005,3055492.0885876
2022-02-28,31388.81378757,32664.1804927,-1275.36670513,3054216.72188247
2022-03-01,35483.56665706,34148.6366663,1334.9299907599998,3055551.65187323
2022-03-02,29420.92368094,32233.42251322,-2812.498832280002,3052739.15304095
2022-03-03,30215.84083153,26499.66074225,3716.180089280002,3056455.33313023
2022-03-04,26869.24665776,28497.73882771,-1628.492169950001,3054826.84096028
2022-03-05,11428.50453376,11330.60900291,97.8955308500008,3054924.73649113
2022-03-06,9628.22648529,10509.56871433,-881.3422290399994,3054043.39426209
2022-03-07,21692.14415951,19354.43100185,2337.7131576600004,3056381.10741975
2022-03-08,24020.37738678,25680.43014555,-1660.052758769998,3054721.05505805
2022-03-09,23189.75006144,26959.78346752,-3770.033406079998,3050951.02165197
2022-03-10,31056.79797586,60698.22368342,-29641.42570756,3021309.59594441
2022-03-11,22283.64732984,20157.69444084,2125.952889,3023435.54883341
2022-03-12,8481.71136294,9619.81533457,-1138.1039716300002,3022297.44486178
2022-03-13,8951.46829079,8993.484477,-42.01618620999943,3022255.42867557
2022-03-14,23019.64925892,17989.91007223,5029.73918669,3027285.16786226
2022-03-15,18920.44117706,27980.65421337,-9060.213036309997,3018224.95482595
2022-03-16,23925.78823649,30904.86698645,-6979.078749960001,3011245.87607599
2022-03-17,29248.77586078,24066.08181099,5182.69404979,3016428.57012578
2022-03-18,42927.1324353,40630.87154008,2296.2608952200026,3018724.831021
2022-03-19,21157.18505534,16848.00946941,4309.175585929999,3023034.00660693
2022-03-20,11207.47482012,11824.75422047,-617.2794003500003,3022416.72720658
2022-03-21,32618.24605728,43574.96748379,-10956.721426510001,3011460.00578007
2022-03-22,38867.39945801,41756.96611809,-2889.566660080003,3008570.43911999
2022-03-23,23335.50251565,25597.99552016,-2262.4930045099973,3006307.94611548
2022-03-24,40792.10733013,42359.0015403,-1566.8942101700013,3004741.05190531
2022-03-25,44740.99273286,38883.48434695,5857.508385910005,3010598.56029122
2022-03-26,18814.42988626,20428.9516976,-1614.5218113400006,3008984.03847988
2022-03-27,18785.40867709,20920.55717868,-2135.14850159,3006848.88997829
2022-03-28,43670.7292415,40726.76976861,2943.9594728899974,3009792.84945118
2022-03-29,38543.73166834,51012.26078765,-12468.529119309998,2997324.32033187
2022-03-30,35564.50206692,32017.84282939,3546.6592375300024,3000870.9795694
2022-03-31,25887.47052927,25499.43825659,388.0322726799968,3001259.01184208
2022-04-01,32525.63171937,33960.66935513,-1435.0376357599962,2999823.97420632
2022-04-02,11560.54715097,10496.03269339,1064.5144575800005,3000888.4886639
2022-04-03,8659.08892652,10801.33192557,-2142.2429990500004,2998746.24566485
2022-04-04,27810.0759835,24723.33900595,3086.7369775499974,3001832.9826424
2022-04-05,22814.21496939,17540.57757031,5273.637399079998,3007106.62004148
2022-04-06,30008.69220334,36691.1718826,-6682.479679259999,3000424.14036222
2022-04-07,28490.34810921,24523.49629114,3966.851818070001,3004390.99218029
2022-04-08,19610.24437167,19873.16002976,-262.91565809000167,3004128.0765222
2022-04-09,9476.61588559,10015.17102894,-538.5551433500004,3003589.52137885
2022-04-10,16871.81697949,20767.402461,-3895.585481510003,2999693.93589734
2022-04-11,30114.41637204,28611.34190211,1503.0744699299976,3001197.01036727
2022-04-12,19603.40350757,20672.56336497,-1069.1598573999981,3000127.85050987
2022-04-13,17534.88677799,17608.1946057,-73.3078277099994,3000054.54268216
2022-04-14,40638.91338897,53395.28189784,-12756.36850887,2987298.17417329
2022-04-15,18793.19272399,28545.06154347,-9751.868819480002,2977546.30535381
2022-04-16,12244.69118304,11558.21992666,686.4712563800003,2978232.77661019
2022-04-17,12156.0633624,11225.91484218,930.1485202200001,2979162.92513041
2022-04-18,19809.98263703,20640.90434181,-830.9217047800012,2978332.00342563
2022-04-19,25630.6301942,24417.43486875,1213.1953254500004,2979545.19875108
2022-04-20,25051.050828,23785.19371643,1265.8571115699997,2980811.05586265
2022-04-21,72371.39904935,73267.64259725,-896.2435478999978,2979914.81231475
2022-04-22,21011.15084022,14668.89252067,6342.258319550001,2986257.0706343
2022-04-23,10050.1009437,8900.61605746,1149.4848862399995,2987406.55552054
2022-04-24,8974.29238238,11052.81407486,-2078.5216924800006,2985328.03382806
2022-04-25,30641.79811716,18504.01983692,12137.77828024,2997465.8121083
2022-04-26,29678.15238601,29357.71167476,320.44071124999755,2997786.25281955
2022-04-27,25589.57353518,25829.07002116,-239.49648598000203,2997546.75633357
2022-04-28,22570.61721622,25755.87441968,-3185.2572034600016,2994361.49913011
2022-04-29,28866.22876176,24878.85829051,3987.3704712500003,2998348.86960136
2022-04-30,12044.99875111,9847.99445653,2197.0042945800014,3000545.87389594
2022-05-01,12956.20528451,10026.34899694,2929.856287570001,3003475.73018351
2022-05-02,29849.74969321,33766.7078545,-3916.9581612899965,2999558.77202222
2022-05-03,30102.05223985,33802.70275369,-3700.650513839999,2995858.12150838
2022-05-04,45106.94444478,32295.94648152,12810.997963259997,3008669.11947164
2022-05-05,50955.44860705,43742.77577382,7212.672833229997,3015881.79230487
2022-05-06,67837.48489584,51755.06646475,16082.418431089995,3031964.21073596
2022-05-07,17352.52344014,16022.23703121,1330.286408930002,3033294.49714489
2022-05-08,35730.9701152,28072.22872785,7658.741387349997,3040953.23853224
2022-05-09,149767.82568314,65464.57138478,84303.25429836,3125256.4928306
2022-05-10,50072.95478328,47407.80156,2665.153223280002,3127921.64605388
2022-05-11,93319.23256782,102623.52028467,-9304.287716849998,3118617.35833703
2022-05-12,92503.71601326,102032.4528195,-9528.736806240006,3109088.62153079
2022-05-13,54785.83597659,47809.34886657,6976.4871100200035,3116065.10864081
2022-05-14,45769.41652234,64841.84144041,-19072.42491807,3096992.68372274
2022-05-15,17437.22290689,16746.472444,690.7504628900024,3097683.43418563
2022-05-16,45144.13234917,51181.10638693,-6036.974037759996,3091646.46014787
2022-05-17,53524.64262929,51467.56918613,2057.0734431599994,3093703.53359103
2022-05-18,42133.15450108,39952.64034076,2180.5141603199954,3095884.04775135
2022-05-19,63169.33016226,47699.15458477,15470.175577489994,3111354.22332884
2022-05-20,38632.84064025,37647.03523488,985.8054053699962,3112340.02873421
2022-05-21,13042.66842739,10792.30503431,2250.363393079999,3114590.39212729
2022-05-22,15937.31200834,15580.90459553,356.4074128100001,3114946.7995401
2022-05-23,38305.40153088,38505.2928405,-199.89130961999763,3114746.90823048
2022-05-24,38774.05566483,34940.4439942,3833.6116706299945,3118580.51990111
2022-05-25,29438.99261875,28358.56571377,1080.4269049799987,3119660.94680609
2022-05-26,41481.05449273,48458.69613665,-6977.641643920004,3112683.30516217
2022-05-27,47156.52213741,40073.2221971,7083.299940309997,3119766.60510248
2022-05-28,11443.23443885,18395.89017721,-6952.655738359999,3112813.95369099
2022-05-29,15027.60768108,14366.85226867,660.7554124100006,3113474.7091034
2022-05-30,32519.73624585,34946.72410733,-2426.9878614800036,3111047.72124192
2022-05-31,32994.65621837,28546.48730611,4448.16891226,3115495.89015418
2022-06-01,51743.76412819,35326.06635124,16417.69777695,3131913.58793113
2022-06-02,24728.43926554,30180.00926073,-5451.569995189999,3126462.01793594
2022-06-03,18911.6643463,30799.04766659,-11887.383320289999,3114574.63461565
2022-06-04,19442.13109616,27092.84421913,-7650.713122969999,3106923.92149268
2022-06-05,8190.09364834,10727.93243777,-2537.8387894299995,3104386.08270325
2022-06-06,30205.24426527,36376.71827002,-6171.474004749998,3098214.6086985
2022-06-07,30417.32064672,27489.02859258,2928.292054139998,3101142.90075264
2022-06-08,23521.40871174,20935.86883566,2585.5398760800017,3103728.44062872
2022-06-09,28607.20274064,28283.44257409,323.7601665500006,3104052.20079527
2022-06-10,27827.29182916,26162.10139218,1665.1904369799995,3105717.39123225
2022-06-11,26090.04963602,22727.30074051,3362.7488955100016,3109080.14012776
2022-06-12,33384.51198156,41318.34292243,-7933.830940870001,3101146.30918689
2022-06-13,130003.00394287,105362.70766103,24640.296281839997,3125786.60546873
2022-06-14,107118.75787844,80933.39822692,26185.35965151999,3151971.96512025
2022-06-15,92956.92377546,105933.34257084,-12976.41879538,3138995.54632487
2022-06-16,80038.63554981,75782.91610453,4255.719445280003,3143251.26577015
2022-06-17,85452.46928541,123232.75463935,-37780.285353939995,3105470.98041621
2022-06-18,89759.84649108,83421.98555215,6337.860938929996,3111808.84135514
2022-06-19,37110.59013009,37298.7849535,-188.1948234099982,3111620.64653173
2022-06-20,39775.70931754,52452.71518659,-12677.005869050001,3098943.64066268
2022-06-21,58506.33480211,54139.69908911,4366.635713000003,3103310.27637568
2022-06-22,38633.26959451,56694.10399205,-18060.83439754,3085249.44197814
2022-06-23,37042.10157601,38390.77218772,-1348.6706117100039,3083900.77136643
2022-06-24,43281.5138012,37967.78275468,5313.731046519999,3089214.50241295
2022-06-25,14074.84948212,16958.28946243,-2883.4399803099986,3086331.06243264
2022-06-26,11553.37882917,13322.8366526,-1769.4578234300006,3084561.60460921
2022-06-27,47467.64967195,30652.47436352,16815.17530843,3101376.77991764
2022-06-28,33676.45524564,35245.66011336,-1569.20486772,3099807.57504992
2022-06-29,49333.43942118,65981.43180735,-16647.99238617,3083159.58266375
2022-06-30,54132.54426068,60921.48190467,-6788.937643990001,3076370.64501976
2022-07-01,53402.94818931,56067.42453103,-2664.476341720001,3073706.16867804
2022-07-02,15900.70932989,17983.78558304,-2083.0762531500004,3071623.09242489
2022-07-03,17587.54913273,17611.51983325,-23.97070051999981,3071599.12172437
2022-07-04,27035.75728502,27787.33223659,-751.5749515699972,3070847.5467728
2022-07-05,28210.20235821,29795.19826971,-1584.9959114999983,3069262.5508613
2022-07-06,32307.80716302,44248.88313933,-11941.07597631,3057321.47488499
2022-07-07,42067.99229842,43090.43810062,-1022.4458021999963,3056299.02908279
2022-07-08,37185.09807115,39801.85688404,-2616.758812889995,3053682.2702699
2022-07-09,14447.30426675,13372.34546714,1074.95879961,3054757.22906951
2022-07-10,17110.78396435,17046.07858304,64.70538131000285,3054821.93445082
2022-07-11,33050.50919815,31658.65561724,1391.8535809099994,3056213.78803173
2022-07-12,32226.21286034,35802.5376852,-3576.3248248599957,3052637.46320687
2022-07-13,28831.09752304,23514.72644199,5316.3710810500015,3057953.83428792
2022-07-14,25706.5936201,30790.37184522,-5083.778225120001,3052870.0560628
2022-07-15,41026.46574149,29564.50728804,11461.958453449999,3064332.01451625
2022-07-16,15085.2105257,12774.28949387,2310.921031830001,3066642.93554808
2022-07-17,26761.57081998,10805.60335307,15955.967466909999,3082598.90301499
2022-07-18,44289.31200712,43478.76535689,810.5466502300042,3083409.44966522
2022-07-19,60848.86244963,64492.89032033,-3644.027870699996,3079765.42179452
2022-07-20,31807.22453564,36506.82843139,-4699.603895749999,3075065.81789877
2022-07-21,101176.23376957,104417.3108943,-3241.07712473,3071824.74077404
2022-07-22,37517.12062215,29110.55598017,8406.564641980003,3080231.30541602
2022-07-23,14639.64677022,14317.74319754,321.90357268000116,3080553.2089887
2022-07-24,12020.13881048,17812.79965026,-5792.660839779999,3074760.54814892
2022-07-25,23428.5517031,28533.84376893,-5105.292065829999,3069655.25608309
2022-07-26,30818.61931642,30605.73347598,212.88584044000163,3069868.14192353
2022-07-27,25609.3920382,27109.17609888,-1499.7840606800019,3068368.35786285
2022-07-28,43604.8775324,36965.96364011,6638.913892290002,3075007.27175514
2022-07-29,29970.40742128,33290.14503872,-3319.7376174400015,3071687.5341377
2022-07-30,13833.97348909,12765.89867405,1068.0748150399995,3072755.60895274
2022-07-31,10628.64917095,12610.95720659,-1982.3080356399987,3070773.3009171
2022-08-01,30464.12154911,30061.29658936,402.82495974999983,3071176.12587685
2022-08-02,30327.5443039,33978.50120146,-3650.9568975600014,3067525.16897929
2022-08-03,23839.66238861,27721.64868715,-3881.9862985399996,3063643.18268075
2022-08-04,21807.17709991,17973.45810528,3833.7189946300023,3067476.90167538
2022-08-05,26050.51214753,46515.20346438,-20464.69131685,3047012.21035853
2022-08-06,14058.85290621,12454.23085476,1604.62205145,3048616.83240998
2022-08-07,14191.79496283,13395.03674335,796.7582194799998,3049413.59062946
2022-08-08,31333.09359051,27740.51838583,3592.5752046800008,3053006.16583414
2022-08-09,27305.40003535,26608.4200832,696.9799521500026,3053703.14578629
2022-08-10,33730.34599968,28213.66280226,5516.6831974199995,3059219.82898371
2022-08-11,29638.71686764,30516.05977658,-877.3429089400015,3058342.48607477
2022-08-12,24065.40704343,26543.73471163,-2478.3276681999996,3055864.15840657
2022-08-13,14746.55779148,15359.63031342,-613.072521940001,3055251.08588463
2022-08-14,12068.4955761,17664.36659684,-5595.871020739998,3049655.21486389
2022-08-15,28625.95951819,30440.4502818,-1814.4907636099997,3047840.72410028
2022-08-16,21095.32094618,20842.40708945,252.91385672999968,3048093.63795701
2022-08-17,30724.64978172,33244.29499489,-2519.645213169999,3045573.99274384
2022-08-18,24179.6634808,27367.54999674,-3187.8865159399975,3042386.1062279
2022-08-19,51810.85825253,47739.29619727,4071.562055260001,3046457.66828316
2022-08-20,13316.44727449,13342.46127638,-26.014001890000145,3046431.65579446
2022-08-21,10163.40988912,12496.89522867,-2333.4853395500013,3044098.17045491
2022-08-22,23407.010552,23090.84567552,316.1648764800011,3044414.33533139
2022-08-23,21748.76558797,20245.69973958,1503.0658483900006,3045917.40117978
2022-08-24,21435.26300506,27105.73875803,-5670.47575297,3040246.92542681
2022-08-25,21608.40369585,28120.85380027,-6512.450104420001,3033734.47532239
2022-08-26,27949.88028802,24087.59882862,3862.2814593999974,3037596.75678179
2022-08-27,16253.75810408,17670.4313111,-1416.6732070200014,3036180.08357477
2022-08-28,20088.50197305,12100.96889467,7987.533078379998,3044167.61665315
2022-08-29,30446.37936445,36248.79538534,-5802.416020890003,3038365.20063226
2022-08-30,47942.81977348,49894.51334586,-1951.6935723800052,3036413.50705988
2022-08-31,45019.69789995,30274.23275434,14745.46514561,3051158.97220549
2022-09-01,33911.32662821,33433.17585681,478.1507714000036,3051637.12297689
2022-09-02,42548.9837901,28655.89462731,13893.089162789998,3065530.21213968
2022-09-03,13135.09755289,11797.94739049,1337.1501623999993,3066867.36230208
2022-09-04,22627.18474167,22376.3954569,250.78928476999863,3067118.15158685
2022-09-05,46700.10347392,43149.34031782,3550.7631560999944,3070668.91474295
2022-09-06,55183.70057251,55832.43640788,-648.7358353699965,3070020.17890758
2022-09-07,30450.73537802,33282.40424802,-2831.6688700000013,3067188.51003758
2022-09-08,35893.09979242,34245.94673682,1647.1530555999998,3068835.66309318
2022-09-09,41701.8915052,36123.38762972,5578.503875480004,3074414.16696866
2022-09-10,18353.19295803,15224.41882422,3128.7741338099986,3077542.94110247
